"month","site","year","ppt"
"5","0H",2017,55
"5","0L",2017,58
"5","0Q",2017,53
"5","0R",2017,39
"5","0S",2017,41
"5","0T",2017,44
"5","0U",2017,40
"5","0V",2017,47
"5","0W",2017,56
"5","0X",2017,56
"5","0Y",2017,57
"5","0Z",2017,50
"5","BB",2017,40
"5","CC",2017,47
"5","DD",2017,36
"5","EE",2017,36
"5","FF",2017,38
"5","GG",2017,42
"5","HH",2017,42
"5","II",2017,35
"5","JJ",2017,34
"5","KK",2017,39
"5","MM",2017,50
"5","NN",2017,51
"5","QQ",2017,35
"5","RR",2017,41
"5","SS",2017,40
"5","AA",2017,53
"5","XX",2017,45
"5","YY",2017,35
"5","ZZ",2017,50
"5","TT",2017,47
"5","UU",2017,48
"5","VV",2017,46
"5","WW",2017,48
"5","PP",2017,41
"5","0N",2017,48
"5","05",2018,25
"5","06",2018,21
"5","07",2018,21
"5","08",2018,21
"5","09",2018,21
"5","10",2018,21
"5","0A",2018,21
"5","0B",2018,21
"5","0C",2018,35
"5","0D",2018,32
"5","0E",2018,40
"5","0F",2018,21
"5","0G",2018,22
"5","0H",2018,21
"5","0L",2018,65
"5","0Q",2018,51
"5","0R",2018,33
"5","0S",2018,31
"5","0T",2018,44
"5","0U",2018,35
"5","0V",2018,47
"5","0W",2018,52
"5","0X",2018,53
"5","0Y",2018,59
"5","0Z",2018,52
"5","BB",2018,36
"5","CC",2018,39
"5","DD",2018,35
"5","EE",2018,36
"5","FF",2018,35
"5","GG",2018,31
"5","HH",2018,31
"5","II",2018,33
"5","JJ",2018,34
"5","KK",2018,30
"5","MM",2018,56
"5","NN",2018,56
"5","QQ",2018,33
"5","RR",2018,33
"5","SS",2018,33
"5","AA",2018,21
"5","XX",2018,24
"5","YY",2018,25
"5","ZZ",2018,22
"5","TT",2018,59
"5","UU",2018,66
"5","VV",2018,61
"5","WW",2018,65
"5","PP",2018,30
"5","0N",2018,60
"5","05",2019,16
"5","06",2019,10
"5","07",2019,10
"5","08",2019,10
"5","09",2019,10
"5","10",2019,10
"5","0A",2019,10
"5","0B",2019,10
"5","0C",2019,30
"5","0D",2019,27
"5","0E",2019,33
"5","0F",2019,10
"5","0G",2019,11
"5","0H",2019,11
"5","0L",2019,61
"5","0Q",2019,47
"5","0R",2019,30
"5","0S",2019,27
"5","0T",2019,43
"5","0U",2019,33
"5","0V",2019,47
"5","0W",2019,48
"5","0X",2019,50
"5","0Y",2019,57
"5","0Z",2019,44
"5","BB",2019,35
"5","CC",2019,37
"5","DD",2019,35
"5","EE",2019,35
"5","FF",2019,35
"5","GG",2019,26
"5","HH",2019,26
"5","II",2019,32
"5","JJ",2019,34
"5","KK",2019,26
"5","MM",2019,52
"5","NN",2019,51
"5","QQ",2019,32
"5","RR",2019,29
"5","SS",2019,30
"5","AA",2019,11
"5","XX",2019,17
"5","YY",2019,22
"5","ZZ",2019,13
"5","TT",2019,49
"5","UU",2019,54
"5","VV",2019,50
"5","WW",2019,53
"5","PP",2019,24
"5","0N",2019,51
"6","05",1901,83
"6","06",1901,87
"6","07",1901,87
"6","08",1901,85
"6","09",1901,85
"6","10",1901,81
"6","0A",1901,81
"6","0B",1901,82
"6","0C",1901,96
"6","0D",1901,80
"6","0E",1901,97
"6","0F",1901,81
"6","0G",1901,71
"6","0H",1901,80
"6","0L",1901,103
"6","0Q",1901,121
"6","0R",1901,65
"6","0S",1901,65
"6","0T",1901,82
"6","0U",1901,67
"6","0V",1901,82
"6","0W",1901,120
"6","0X",1901,121
"6","0Y",1901,109
"6","0Z",1901,150
"6","BB",1901,77
"6","CC",1901,86
"6","DD",1901,62
"6","EE",1901,51
"6","FF",1901,70
"6","GG",1901,54
"6","HH",1901,56
"6","II",1901,36
"6","JJ",1901,40
"6","KK",1901,58
"6","MM",1901,137
"6","NN",1901,142
"6","QQ",1901,35
"6","RR",1901,64
"6","SS",1901,65
"6","AA",1901,65
"6","XX",1901,47
"6","YY",1901,33
"6","ZZ",1901,57
"6","TT",1901,160
"6","UU",1901,159
"6","VV",1901,162
"6","WW",1901,165
"6","PP",1901,54
"6","0N",1901,158
"6","05",1902,58
"6","06",1902,58
"6","07",1902,57
"6","08",1902,58
"6","09",1902,56
"6","10",1902,56
"6","0A",1902,56
"6","0B",1902,59
"6","0C",1902,68
"6","0D",1902,65
"6","0E",1902,73
"6","0F",1902,56
"6","0G",1902,59
"6","0H",1902,55
"6","0L",1902,99
"6","0Q",1902,113
"6","0R",1902,65
"6","0S",1902,66
"6","0T",1902,80
"6","0U",1902,67
"6","0V",1902,80
"6","0W",1902,109
"6","0X",1902,109
"6","0Y",1902,97
"6","0Z",1902,148
"6","BB",1902,69
"6","CC",1902,71
"6","DD",1902,63
"6","EE",1902,56
"6","FF",1902,67
"6","GG",1902,54
"6","HH",1902,57
"6","II",1902,42
"6","JJ",1902,47
"6","KK",1902,59
"6","MM",1902,132
"6","NN",1902,138
"6","QQ",1902,41
"6","RR",1902,65
"6","SS",1902,66
"6","AA",1902,58
"6","XX",1902,50
"6","YY",1902,43
"6","ZZ",1902,54
"6","TT",1902,159
"6","UU",1902,158
"6","VV",1902,161
"6","WW",1902,163
"6","PP",1902,53
"6","0N",1902,157
"6","05",1903,121
"6","06",1903,97
"6","07",1903,96
"6","08",1903,93
"6","09",1903,97
"6","10",1903,93
"6","0A",1903,94
"6","0B",1903,88
"6","0C",1903,146
"6","0D",1903,111
"6","0E",1903,144
"6","0F",1903,96
"6","0G",1903,80
"6","0H",1903,96
"6","0L",1903,83
"6","0Q",1903,105
"6","0R",1903,66
"6","0S",1903,73
"6","0T",1903,89
"6","0U",1903,67
"6","0V",1903,87
"6","0W",1903,117
"6","0X",1903,118
"6","0Y",1903,116
"6","0Z",1903,93
"6","BB",1903,93
"6","CC",1903,116
"6","DD",1903,67
"6","EE",1903,55
"6","FF",1903,81
"6","GG",1903,55
"6","HH",1903,57
"6","II",1903,40
"6","JJ",1903,44
"6","KK",1903,59
"6","MM",1903,107
"6","NN",1903,100
"6","QQ",1903,38
"6","RR",1903,65
"6","SS",1903,66
"6","AA",1903,72
"6","XX",1903,56
"6","YY",1903,40
"6","ZZ",1903,64
"6","TT",1903,94
"6","UU",1903,89
"6","VV",1903,92
"6","WW",1903,91
"6","PP",1903,54
"6","0N",1903,97
"6","05",1904,115
"6","06",1904,107
"6","07",1904,106
"6","08",1904,104
"6","09",1904,105
"6","10",1904,103
"6","0A",1904,103
"6","0B",1904,101
"6","0C",1904,132
"6","0D",1904,112
"6","0E",1904,134
"6","0F",1904,105
"6","0G",1904,95
"6","0H",1904,104
"6","0L",1904,89
"6","0Q",1904,116
"6","0R",1904,64
"6","0S",1904,64
"6","0T",1904,79
"6","0U",1904,67
"6","0V",1904,83
"6","0W",1904,125
"6","0X",1904,126
"6","0Y",1904,117
"6","0Z",1904,103
"6","BB",1904,97
"6","CC",1904,111
"6","DD",1904,87
"6","EE",1904,92
"6","FF",1904,90
"6","GG",1904,70
"6","HH",1904,71
"6","II",1904,78
"6","JJ",1904,87
"6","KK",1904,69
"6","MM",1904,119
"6","NN",1904,113
"6","QQ",1904,79
"6","RR",1904,70
"6","SS",1904,66
"6","AA",1904,88
"6","XX",1904,96
"6","YY",1904,106
"6","ZZ",1904,86
"6","TT",1904,102
"6","UU",1904,94
"6","VV",1904,99
"6","WW",1904,95
"6","PP",1904,67
"6","0N",1904,107
"6","05",1905,97
"6","06",1905,92
"6","07",1905,91
"6","08",1905,90
"6","09",1905,91
"6","10",1905,88
"6","0A",1905,89
"6","0B",1905,88
"6","0C",1905,107
"6","0D",1905,83
"6","0E",1905,105
"6","0F",1905,90
"6","0G",1905,81
"6","0H",1905,89
"6","0L",1905,106
"6","0Q",1905,134
"6","0R",1905,39
"6","0S",1905,49
"6","0T",1905,75
"6","0U",1905,40
"6","0V",1905,75
"6","0W",1905,135
"6","0X",1905,136
"6","0Y",1905,124
"6","0Z",1905,151
"6","BB",1905,66
"6","CC",1905,83
"6","DD",1905,38
"6","EE",1905,26
"6","FF",1905,53
"6","GG",1905,20
"6","HH",1905,20
"6","II",1905,17
"6","JJ",1905,19
"6","KK",1905,21
"6","MM",1905,147
"6","NN",1905,148
"6","QQ",1905,17
"6","RR",1905,24
"6","SS",1905,27
"6","AA",1905,76
"6","XX",1905,60
"6","YY",1905,43
"6","ZZ",1905,68
"6","TT",1905,158
"6","UU",1905,154
"6","VV",1905,158
"6","WW",1905,159
"6","PP",1905,20
"6","0N",1905,159
"6","05",1906,137
"6","06",1906,125
"6","07",1906,123
"6","08",1906,121
"6","09",1906,122
"6","10",1906,119
"6","0A",1906,120
"6","0B",1906,118
"6","0C",1906,156
"6","0D",1906,127
"6","0E",1906,156
"6","0F",1906,121
"6","0G",1906,109
"6","0H",1906,120
"6","0L",1906,91
"6","0Q",1906,129
"6","0R",1906,96
"6","0S",1906,81
"6","0T",1906,87
"6","0U",1906,101
"6","0V",1906,94
"6","0W",1906,141
"6","0X",1906,141
"6","0Y",1906,122
"6","0Z",1906,119
"6","BB",1906,119
"6","CC",1906,127
"6","DD",1906,118
"6","EE",1906,116
"6","FF",1906,118
"6","GG",1906,110
"6","HH",1906,114
"6","II",1906,94
"6","JJ",1906,105
"6","KK",1906,114
"6","MM",1906,125
"6","NN",1906,123
"6","QQ",1906,93
"6","RR",1906,119
"6","SS",1906,115
"6","AA",1906,101
"6","XX",1906,81
"6","YY",1906,82
"6","ZZ",1906,90
"6","TT",1906,120
"6","UU",1906,115
"6","VV",1906,119
"6","WW",1906,118
"6","PP",1906,108
"6","0N",1906,122
"6","05",1907,75
"6","06",1907,63
"6","07",1907,62
"6","08",1907,62
"6","09",1907,62
"6","10",1907,61
"6","0A",1907,61
"6","0B",1907,61
"6","0C",1907,94
"6","0D",1907,83
"6","0E",1907,98
"6","0F",1907,62
"6","0G",1907,60
"6","0H",1907,62
"6","0L",1907,90
"6","0Q",1907,96
"6","0R",1907,71
"6","0S",1907,68
"6","0T",1907,82
"6","0U",1907,73
"6","0V",1907,84
"6","0W",1907,98
"6","0X",1907,99
"6","0Y",1907,101
"6","0Z",1907,107
"6","BB",1907,83
"6","CC",1907,91
"6","DD",1907,72
"6","EE",1907,64
"6","FF",1907,78
"6","GG",1907,65
"6","HH",1907,67
"6","II",1907,49
"6","JJ",1907,54
"6","KK",1907,68
"6","MM",1907,114
"6","NN",1907,110
"6","QQ",1907,48
"6","RR",1907,74
"6","SS",1907,75
"6","AA",1907,57
"6","XX",1907,54
"6","YY",1907,48
"6","ZZ",1907,55
"6","TT",1907,116
"6","UU",1907,114
"6","VV",1907,116
"6","WW",1907,119
"6","PP",1907,65
"6","0N",1907,117
"6","05",1908,118
"6","06",1908,129
"6","07",1908,128
"6","08",1908,127
"6","09",1908,125
"6","10",1908,121
"6","0A",1908,122
"6","0B",1908,126
"6","0C",1908,122
"6","0D",1908,102
"6","0E",1908,123
"6","0F",1908,121
"6","0G",1908,109
"6","0H",1908,120
"6","0L",1908,91
"6","0Q",1908,113
"6","0R",1908,83
"6","0S",1908,75
"6","0T",1908,89
"6","0U",1908,86
"6","0V",1908,90
"6","0W",1908,118
"6","0X",1908,117
"6","0Y",1908,107
"6","0Z",1908,140
"6","BB",1908,96
"6","CC",1908,104
"6","DD",1908,94
"6","EE",1908,92
"6","FF",1908,95
"6","GG",1908,84
"6","HH",1908,88
"6","II",1908,74
"6","JJ",1908,83
"6","KK",1908,90
"6","MM",1908,124
"6","NN",1908,127
"6","QQ",1908,74
"6","RR",1908,95
"6","SS",1908,93
"6","AA",1908,100
"6","XX",1908,74
"6","YY",1908,71
"6","ZZ",1908,86
"6","TT",1908,148
"6","UU",1908,151
"6","VV",1908,152
"6","WW",1908,161
"6","PP",1908,82
"6","0N",1908,142
"6","05",1909,61
"6","06",1909,60
"6","07",1909,60
"6","08",1909,60
"6","09",1909,58
"6","10",1909,58
"6","0A",1909,59
"6","0B",1909,60
"6","0C",1909,70
"6","0D",1909,66
"6","0E",1909,75
"6","0F",1909,59
"6","0G",1909,60
"6","0H",1909,58
"6","0L",1909,74
"6","0Q",1909,75
"6","0R",1909,52
"6","0S",1909,56
"6","0T",1909,70
"6","0U",1909,53
"6","0V",1909,71
"6","0W",1909,77
"6","0X",1909,78
"6","0Y",1909,79
"6","0Z",1909,76
"6","BB",1909,63
"6","CC",1909,71
"6","DD",1909,51
"6","EE",1909,48
"6","FF",1909,57
"6","GG",1909,34
"6","HH",1909,36
"6","II",1909,32
"6","JJ",1909,40
"6","KK",1909,39
"6","MM",1909,88
"6","NN",1909,82
"6","QQ",1909,32
"6","RR",1909,45
"6","SS",1909,47
"6","AA",1909,58
"6","XX",1909,53
"6","YY",1909,47
"6","ZZ",1909,56
"6","TT",1909,82
"6","UU",1909,79
"6","VV",1909,81
"6","WW",1909,80
"6","PP",1909,34
"6","0N",1909,85
"6","05",1910,74
"6","06",1910,63
"6","07",1910,62
"6","08",1910,62
"6","09",1910,62
"6","10",1910,62
"6","0A",1910,63
"6","0B",1910,62
"6","0C",1910,88
"6","0D",1910,81
"6","0E",1910,92
"6","0F",1910,64
"6","0G",1910,68
"6","0H",1910,64
"6","0L",1910,86
"6","0Q",1910,90
"6","0R",1910,62
"6","0S",1910,63
"6","0T",1910,78
"6","0U",1910,63
"6","0V",1910,78
"6","0W",1910,93
"6","0X",1910,94
"6","0Y",1910,95
"6","0Z",1910,87
"6","BB",1910,77
"6","CC",1910,83
"6","DD",1910,72
"6","EE",1910,74
"6","FF",1910,74
"6","GG",1910,99
"6","HH",1910,99
"6","II",1910,82
"6","JJ",1910,79
"6","KK",1910,86
"6","MM",1910,104
"6","NN",1910,97
"6","QQ",1910,82
"6","RR",1910,74
"6","SS",1910,63
"6","AA",1910,67
"6","XX",1910,74
"6","YY",1910,79
"6","ZZ",1910,68
"6","TT",1910,91
"6","UU",1910,86
"6","VV",1910,89
"6","WW",1910,85
"6","PP",1910,97
"6","0N",1910,96
"6","05",1911,125
"6","06",1911,120
"6","07",1911,119
"6","08",1911,117
"6","09",1911,117
"6","10",1911,113
"6","0A",1911,114
"6","0B",1911,114
"6","0C",1911,151
"6","0D",1911,125
"6","0E",1911,154
"6","0F",1911,114
"6","0G",1911,100
"6","0H",1911,113
"6","0L",1911,109
"6","0Q",1911,137
"6","0R",1911,86
"6","0S",1911,76
"6","0T",1911,94
"6","0U",1911,91
"6","0V",1911,104
"6","0W",1911,146
"6","0X",1911,147
"6","0Y",1911,145
"6","0Z",1911,134
"6","BB",1911,113
"6","CC",1911,132
"6","DD",1911,102
"6","EE",1911,93
"6","FF",1911,107
"6","GG",1911,63
"6","HH",1911,68
"6","II",1911,58
"6","JJ",1911,73
"6","KK",1911,78
"6","MM",1911,148
"6","NN",1911,142
"6","QQ",1911,57
"6","RR",1911,95
"6","SS",1911,98
"6","AA",1911,90
"6","XX",1911,77
"6","YY",1911,74
"6","ZZ",1911,81
"6","TT",1911,137
"6","UU",1911,130
"6","VV",1911,134
"6","WW",1911,134
"6","PP",1911,62
"6","0N",1911,138
"6","05",1912,64
"6","06",1912,57
"6","07",1912,57
"6","08",1912,57
"6","09",1912,56
"6","10",1912,56
"6","0A",1912,57
"6","0B",1912,56
"6","0C",1912,71
"6","0D",1912,62
"6","0E",1912,72
"6","0F",1912,58
"6","0G",1912,61
"6","0H",1912,58
"6","0L",1912,72
"6","0Q",1912,83
"6","0R",1912,34
"6","0S",1912,45
"6","0T",1912,65
"6","0U",1912,36
"6","0V",1912,61
"6","0W",1912,85
"6","0X",1912,86
"6","0Y",1912,79
"6","0Z",1912,94
"6","BB",1912,54
"6","CC",1912,58
"6","DD",1912,40
"6","EE",1912,38
"6","FF",1912,48
"6","GG",1912,54
"6","HH",1912,51
"6","II",1912,45
"6","JJ",1912,41
"6","KK",1912,37
"6","MM",1912,95
"6","NN",1912,94
"6","QQ",1912,45
"6","RR",1912,24
"6","SS",1912,18
"6","AA",1912,61
"6","XX",1912,61
"6","YY",1912,55
"6","ZZ",1912,60
"6","TT",1912,103
"6","UU",1912,103
"6","VV",1912,104
"6","WW",1912,107
"6","PP",1912,53
"6","0N",1912,103
"6","05",1913,98
"6","06",1913,79
"6","07",1913,79
"6","08",1913,78
"6","09",1913,79
"6","10",1913,77
"6","0A",1913,78
"6","0B",1913,76
"6","0C",1913,115
"6","0D",1913,94
"6","0E",1913,116
"6","0F",1913,80
"6","0G",1913,75
"6","0H",1913,80
"6","0L",1913,94
"6","0Q",1913,118
"6","0R",1913,57
"6","0S",1913,56
"6","0T",1913,82
"6","0U",1913,61
"6","0V",1913,85
"6","0W",1913,122
"6","0X",1913,123
"6","0Y",1913,117
"6","0Z",1913,129
"6","BB",1913,81
"6","CC",1913,95
"6","DD",1913,63
"6","EE",1913,52
"6","FF",1913,73
"6","GG",1913,30
"6","HH",1913,34
"6","II",1913,26
"6","JJ",1913,35
"6","KK",1913,40
"6","MM",1913,126
"6","NN",1913,127
"6","QQ",1913,26
"6","RR",1913,49
"6","SS",1913,53
"6","AA",1913,71
"6","XX",1913,64
"6","YY",1913,51
"6","ZZ",1913,67
"6","TT",1913,136
"6","UU",1913,134
"6","VV",1913,137
"6","WW",1913,136
"6","PP",1913,30
"6","0N",1913,136
"6","05",1914,173
"6","06",1914,139
"6","07",1914,138
"6","08",1914,134
"6","09",1914,138
"6","10",1914,134
"6","0A",1914,135
"6","0B",1914,129
"6","0C",1914,212
"6","0D",1914,158
"6","0E",1914,207
"6","0F",1914,138
"6","0G",1914,119
"6","0H",1914,138
"6","0L",1914,126
"6","0Q",1914,183
"6","0R",1914,52
"6","0S",1914,52
"6","0T",1914,94
"6","0U",1914,64
"6","0V",1914,110
"6","0W",1914,199
"6","0X",1914,202
"6","0Y",1914,201
"6","0Z",1914,162
"6","BB",1914,122
"6","CC",1914,157
"6","DD",1914,85
"6","EE",1914,61
"6","FF",1914,103
"6","GG",1914,23
"6","HH",1914,23
"6","II",1914,18
"6","JJ",1914,29
"6","KK",1914,23
"6","MM",1914,187
"6","NN",1914,175
"6","QQ",1914,18
"6","RR",1914,34
"6","SS",1914,43
"6","AA",1914,108
"6","XX",1914,77
"6","YY",1914,54
"6","ZZ",1914,92
"6","TT",1914,160
"6","UU",1914,149
"6","VV",1914,157
"6","WW",1914,142
"6","PP",1914,23
"6","0N",1914,165
"6","05",1915,125
"6","06",1915,107
"6","07",1915,106
"6","08",1915,104
"6","09",1915,105
"6","10",1915,103
"6","0A",1915,103
"6","0B",1915,101
"6","0C",1915,146
"6","0D",1915,112
"6","0E",1915,144
"6","0F",1915,105
"6","0G",1915,89
"6","0H",1915,105
"6","0L",1915,132
"6","0Q",1915,153
"6","0R",1915,60
"6","0S",1915,60
"6","0T",1915,92
"6","0U",1915,64
"6","0V",1915,97
"6","0W",1915,157
"6","0X",1915,159
"6","0Y",1915,152
"6","0Z",1915,175
"6","BB",1915,93
"6","CC",1915,114
"6","DD",1915,67
"6","EE",1915,52
"6","FF",1915,81
"6","GG",1915,39
"6","HH",1915,42
"6","II",1915,31
"6","JJ",1915,35
"6","KK",1915,46
"6","MM",1915,175
"6","NN",1915,170
"6","QQ",1915,31
"6","RR",1915,53
"6","SS",1915,56
"6","AA",1915,79
"6","XX",1915,60
"6","YY",1915,41
"6","ZZ",1915,69
"6","TT",1915,189
"6","UU",1915,186
"6","VV",1915,189
"6","WW",1915,195
"6","PP",1915,38
"6","0N",1915,190
"6","05",1916,91
"6","06",1916,90
"6","07",1916,90
"6","08",1916,89
"6","09",1916,88
"6","10",1916,86
"6","0A",1916,87
"6","0B",1916,88
"6","0C",1916,87
"6","0D",1916,76
"6","0E",1916,89
"6","0F",1916,87
"6","0G",1916,78
"6","0H",1916,86
"6","0L",1916,68
"6","0Q",1916,86
"6","0R",1916,39
"6","0S",1916,33
"6","0T",1916,40
"6","0U",1916,41
"6","0V",1916,44
"6","0W",1916,83
"6","0X",1916,83
"6","0Y",1916,71
"6","0Z",1916,102
"6","BB",1916,67
"6","CC",1916,73
"6","DD",1916,53
"6","EE",1916,49
"6","FF",1916,61
"6","GG",1916,40
"6","HH",1916,42
"6","II",1916,36
"6","JJ",1916,41
"6","KK",1916,42
"6","MM",1916,89
"6","NN",1916,97
"6","QQ",1916,36
"6","RR",1916,46
"6","SS",1916,46
"6","AA",1916,72
"6","XX",1916,55
"6","YY",1916,44
"6","ZZ",1916,64
"6","TT",1916,102
"6","UU",1916,101
"6","VV",1916,103
"6","WW",1916,105
"6","PP",1916,39
"6","0N",1916,104
"6","05",1917,67
"6","06",1917,56
"6","07",1917,55
"6","08",1917,55
"6","09",1917,55
"6","10",1917,55
"6","0A",1917,56
"6","0B",1917,54
"6","0C",1917,75
"6","0D",1917,69
"6","0E",1917,79
"6","0F",1917,57
"6","0G",1917,56
"6","0H",1917,57
"6","0L",1917,80
"6","0Q",1917,71
"6","0R",1917,44
"6","0S",1917,45
"6","0T",1917,62
"6","0U",1917,47
"6","0V",1917,59
"6","0W",1917,71
"6","0X",1917,71
"6","0Y",1917,72
"6","0Z",1917,83
"6","BB",1917,67
"6","CC",1917,72
"6","DD",1917,54
"6","EE",1917,46
"6","FF",1917,62
"6","GG",1917,37
"6","HH",1917,38
"6","II",1917,28
"6","JJ",1917,33
"6","KK",1917,40
"6","MM",1917,83
"6","NN",1917,84
"6","QQ",1917,28
"6","RR",1917,47
"6","SS",1917,48
"6","AA",1917,53
"6","XX",1917,46
"6","YY",1917,35
"6","ZZ",1917,51
"6","TT",1917,89
"6","UU",1917,87
"6","VV",1917,89
"6","WW",1917,90
"6","PP",1917,37
"6","0N",1917,90
"6","05",1918,67
"6","06",1918,53
"6","07",1918,53
"6","08",1918,53
"6","09",1918,53
"6","10",1918,53
"6","0A",1918,54
"6","0B",1918,52
"6","0C",1918,80
"6","0D",1918,70
"6","0E",1918,82
"6","0F",1918,55
"6","0G",1918,56
"6","0H",1918,55
"6","0L",1918,77
"6","0Q",1918,77
"6","0R",1918,44
"6","0S",1918,45
"6","0T",1918,60
"6","0U",1918,46
"6","0V",1918,61
"6","0W",1918,78
"6","0X",1918,80
"6","0Y",1918,81
"6","0Z",1918,69
"6","BB",1918,65
"6","CC",1918,72
"6","DD",1918,51
"6","EE",1918,45
"6","FF",1918,59
"6","GG",1918,43
"6","HH",1918,44
"6","II",1918,37
"6","JJ",1918,39
"6","KK",1918,42
"6","MM",1918,86
"6","NN",1918,80
"6","QQ",1918,37
"6","RR",1918,44
"6","SS",1918,45
"6","AA",1918,55
"6","XX",1918,52
"6","YY",1918,43
"6","ZZ",1918,53
"6","TT",1918,75
"6","UU",1918,69
"6","VV",1918,73
"6","WW",1918,69
"6","PP",1918,42
"6","0N",1918,79
"6","05",1919,35
"6","06",1919,26
"6","07",1919,26
"6","08",1919,27
"6","09",1919,26
"6","10",1919,28
"6","0A",1919,29
"6","0B",1919,29
"6","0C",1919,62
"6","0D",1919,78
"6","0E",1919,76
"6","0F",1919,29
"6","0G",1919,41
"6","0H",1919,29
"6","0L",1919,61
"6","0Q",1919,42
"6","0R",1919,109
"6","0S",1919,100
"6","0T",1919,91
"6","0U",1919,111
"6","0V",1919,89
"6","0W",1919,45
"6","0X",1919,46
"6","0Y",1919,60
"6","0Z",1919,27
"6","BB",1919,94
"6","CC",1919,90
"6","DD",1919,113
"6","EE",1919,123
"6","FF",1919,102
"6","GG",1919,137
"6","HH",1919,140
"6","II",1919,113
"6","JJ",1919,122
"6","KK",1919,135
"6","MM",1919,59
"6","NN",1919,45
"6","QQ",1919,112
"6","RR",1919,137
"6","SS",1919,127
"6","AA",1919,44
"6","XX",1919,67
"6","YY",1919,95
"6","ZZ",1919,51
"6","TT",1919,29
"6","UU",1919,27
"6","VV",1919,28
"6","WW",1919,29
"6","PP",1919,134
"6","0N",1919,32
"6","05",1920,100
"6","06",1920,93
"6","07",1920,92
"6","08",1920,91
"6","09",1920,91
"6","10",1920,89
"6","0A",1920,90
"6","0B",1920,89
"6","0C",1920,116
"6","0D",1920,98
"6","0E",1920,119
"6","0F",1920,91
"6","0G",1920,82
"6","0H",1920,90
"6","0L",1920,84
"6","0Q",1920,97
"6","0R",1920,77
"6","0S",1920,77
"6","0T",1920,86
"6","0U",1920,78
"6","0V",1920,87
"6","0W",1920,106
"6","0X",1920,107
"6","0Y",1920,106
"6","0Z",1920,84
"6","BB",1920,87
"6","CC",1920,100
"6","DD",1920,74
"6","EE",1920,69
"6","FF",1920,81
"6","GG",1920,73
"6","HH",1920,75
"6","II",1920,59
"6","JJ",1920,63
"6","KK",1920,76
"6","MM",1920,96
"6","NN",1920,85
"6","QQ",1920,58
"6","RR",1920,82
"6","SS",1920,80
"6","AA",1920,76
"6","XX",1920,63
"6","YY",1920,57
"6","ZZ",1920,68
"6","TT",1920,76
"6","UU",1920,71
"6","VV",1920,74
"6","WW",1920,69
"6","PP",1920,72
"6","0N",1920,79
"6","05",1921,64
"6","06",1921,56
"6","07",1921,56
"6","08",1921,56
"6","09",1921,55
"6","10",1921,55
"6","0A",1921,56
"6","0B",1921,56
"6","0C",1921,84
"6","0D",1921,83
"6","0E",1921,91
"6","0F",1921,57
"6","0G",1921,57
"6","0H",1921,57
"6","0L",1921,76
"6","0Q",1921,71
"6","0R",1921,76
"6","0S",1921,73
"6","0T",1921,74
"6","0U",1921,77
"6","0V",1921,76
"6","0W",1921,75
"6","0X",1921,76
"6","0Y",1921,81
"6","0Z",1921,70
"6","BB",1921,85
"6","CC",1921,89
"6","DD",1921,84
"6","EE",1921,86
"6","FF",1921,84
"6","GG",1921,124
"6","HH",1921,122
"6","II",1921,94
"6","JJ",1921,91
"6","KK",1921,104
"6","MM",1921,88
"6","NN",1921,81
"6","QQ",1921,94
"6","RR",1921,96
"6","SS",1921,87
"6","AA",1921,56
"6","XX",1921,59
"6","YY",1921,70
"6","ZZ",1921,55
"6","TT",1921,80
"6","UU",1921,74
"6","VV",1921,78
"6","WW",1921,72
"6","PP",1921,122
"6","0N",1921,84
"6","05",1922,47
"6","06",1922,36
"6","07",1922,36
"6","08",1922,36
"6","09",1922,36
"6","10",1922,37
"6","0A",1922,37
"6","0B",1922,37
"6","0C",1922,55
"6","0D",1922,59
"6","0E",1922,62
"6","0F",1922,38
"6","0G",1922,44
"6","0H",1922,38
"6","0L",1922,42
"6","0Q",1922,45
"6","0R",1922,43
"6","0S",1922,35
"6","0T",1922,31
"6","0U",1922,44
"6","0V",1922,36
"6","0W",1922,45
"6","0X",1922,45
"6","0Y",1922,44
"6","0Z",1922,51
"6","BB",1922,62
"6","CC",1922,61
"6","DD",1922,57
"6","EE",1922,55
"6","FF",1922,60
"6","GG",1922,53
"6","HH",1922,54
"6","II",1922,44
"6","JJ",1922,49
"6","KK",1922,53
"6","MM",1922,49
"6","NN",1922,50
"6","QQ",1922,43
"6","RR",1922,56
"6","SS",1922,54
"6","AA",1922,44
"6","XX",1922,48
"6","YY",1922,47
"6","ZZ",1922,46
"6","TT",1922,55
"6","UU",1922,58
"6","VV",1922,58
"6","WW",1922,61
"6","PP",1922,52
"6","0N",1922,55
"6","05",1923,88
"6","06",1923,91
"6","07",1923,90
"6","08",1923,89
"6","09",1923,88
"6","10",1923,85
"6","0A",1923,86
"6","0B",1923,88
"6","0C",1923,92
"6","0D",1923,73
"6","0E",1923,91
"6","0F",1923,86
"6","0G",1923,74
"6","0H",1923,85
"6","0L",1923,91
"6","0Q",1923,94
"6","0R",1923,42
"6","0S",1923,43
"6","0T",1923,52
"6","0U",1923,42
"6","0V",1923,54
"6","0W",1923,97
"6","0X",1923,95
"6","0Y",1923,89
"6","0Z",1923,139
"6","BB",1923,62
"6","CC",1923,72
"6","DD",1923,42
"6","EE",1923,34
"6","FF",1923,53
"6","GG",1923,32
"6","HH",1923,34
"6","II",1923,26
"6","JJ",1923,28
